"('mid',)","('averageRating',)","('numVotes',)"
tt2334649,7.5,80106
tt2334733,5.7,8224
tt2334871,4.6,35013
tt2334873,7.3,199881
tt2334879,6.3,217252
tt2334896,6.8,7012
tt2336960,6.8,2565
tt2337841,5.1,5238
tt2337981,7.2,3618
tt2338151,8.2,176719
tt2338424,6.2,7303
tt2338454,5.5,19105
tt2338846,6.2,1181
tt2338864,6.8,1927
tt2339505,6.6,5046
tt2339741,4.8,27942
tt2340650,7.1,4100
tt2341664,4.7,3242
tt2341766,5.8,4320
tt2342207,5.3,1392
tt2342227,6.6,1781
tt2342810,6.9,1122
tt2343158,6.2,1287
tt2343601,7.0,1716
tt2343617,7.0,3813
tt2343621,6.7,1071
tt2343713,6.0,1136
tt2343793,6.3,27937
tt2344672,5.5,1539
tt2344678,1.7,8529
tt2345112,6.4,16073
tt2345561,6.9,2161
tt2345567,5.9,17367
tt2345613,3.2,5671
tt2345721,4.3,1004
tt2345737,6.4,47327
tt2345759,5.4,182692
tt2347134,7.0,2549
tt2347144,6.2,2567
tt2347497,5.2,8215
tt2347569,7.4,81111
tt2348394,4.7,1770
tt2349144,6.4,22869
tt2349460,6.1,3436
tt2350496,7.8,54725
tt2350892,5.8,8476
tt2351177,8.1,3755
tt2351310,6.6,12939
tt2352230,6.0,2414
tt2352488,5.1,2533
tt2352802,5.4,6959
tt2353767,7.0,7760
tt2354181,6.2,3112
tt2354205,8.2,2231
tt2354215,5.7,1273
tt2354407,4.9,4002
tt2355495,6.5,24199
tt2355540,7.2,4608
tt2355791,7.8,2043
tt2355823,6.4,5882
tt2355953,6.4,1080
tt2356180,8.3,66156
tt2356464,6.7,1799
tt2357129,6.0,97250
tt2357208,6.7,1682
tt2357291,6.3,87580
tt2357377,6.6,7086
tt2357453,6.7,1989
tt2357461,6.8,1943
tt2357489,3.4,2561
tt2357770,5.8,1464
tt2357788,8.0,4504
tt2357790,6.5,1595
tt2357926,5.8,3759
tt2357958,3.5,3414
tt2358412,6.3,2701
tt2358456,7.5,1568
tt2358592,8.4,12158
tt2358891,7.7,88320
tt2358911,7.7,10083
tt2358913,7.8,9707
tt2358925,5.4,33363
tt2359002,7.0,3970
tt2359024,7.1,72322
tt2359085,7.4,1215
tt2359137,3.8,2048
tt2359201,6.4,1512
tt2359381,4.7,1037
tt2359427,7.3,1977
tt2359810,7.6,32011
tt2359814,8.2,1325
tt2360446,4.9,2187
tt2361184,5.3,2166
tt2361317,6.4,56314
tt2361509,7.1,243638
tt2361700,7.6,3501
tt2361746,6.4,4022
tt2362778,6.7,3969
tt2363047,7.3,2312
tt2363178,6.4,2456
tt2363181,4.8,1202
tt2363213,5.9,8173
tt2363219,4.1,1722
tt2363439,4.3,1746
tt2363471,6.9,4936
tt2363564,6.2,1221
tt2364006,5.7,1042
tt2364774,4.3,1059
tt2364841,5.6,62955
tt2364842,3.2,3305
tt2364897,3.9,9799
tt2364949,5.3,3713
tt2364975,7.1,10540
tt2365580,6.5,21052
tt2366308,7.5,2245
tt2366450,7.5,13127
tt2366608,5.7,17986
tt2366806,3.7,1823
tt2367066,5.1,1488
tt2367996,5.1,1169
tt2368254,6.7,18895
tt2368525,5.8,1303
tt2368553,6.0,20852
tt2368606,4.9,1332
tt2368619,6.3,42655
tt2368635,6.0,3130
tt2368672,7.1,8229
tt2368749,7.1,6497
tt2369041,3.7,2210
tt2369047,7.3,1832
tt2369127,6.4,1141
tt2369135,6.4,168558
tt2369154,5.3,5916
tt2369205,6.0,5029
tt2369317,4.9,8286
tt2369396,5.5,7146
tt2370034,6.1,1121
tt2370140,7.4,2582
tt2370224,7.4,2034
tt2370228,4.2,1258
tt2370230,6.1,2432
tt2370248,7.9,86490
tt2370718,8.0,4601
tt2370792,5.3,1132
tt2371158,7.1,1918
tt2371399,6.0,1329
tt2371411,6.2,3407
tt2371486,6.6,5836
tt2371824,6.7,4566
tt2371834,6.6,4483
tt2372222,5.4,28660
tt2372251,5.0,14001
tt2372678,6.9,25269
tt2372776,7.4,1019
tt2374002,7.0,1038
tt2374144,8.3,2562
tt2374196,4.7,1325
tt2374902,7.0,6886
tt2375379,7.9,6771
tt2375559,8.4,44814
tt2375574,6.2,12464
tt2375605,8.2,37440
tt2376134,7.9,2175
tt2376218,5.8,12558
tt2377322,6.2,75638
tt2377414,4.0,1006
tt2377938,8.1,55017
tt2378079,5.8,1101
tt2378145,2.7,1158
tt2378171,6.4,1371
tt2378177,6.3,1894
tt2378191,4.7,4978
tt2378281,7.5,30488
tt2378401,7.1,3387
tt2378453,5.5,3903
tt2378507,7.1,32923
tt2378830,6.8,4347
tt2378884,5.3,4436
tt2379080,6.6,1529
tt2379082,6.7,2850
tt2379318,6.2,1757
tt2379386,3.0,2186
tt2379713,6.8,428033
tt2380207,6.9,4246
tt2380247,7.7,7520
tt2380307,8.4,465929
tt2380331,6.6,10729
tt2380564,6.1,2648
tt2381046,5.5,2371
tt2381111,7.5,139112
tt2381213,5.3,2347
tt2381249,7.4,361933
tt2381335,7.7,11925
tt2381355,4.8,1003
tt2381931,4.5,3026
tt2381941,6.6,238888
tt2381962,2.5,1760
tt2381989,5.6,1708
tt2381991,6.1,107072
tt2382009,6.6,90927
tt2382298,7.8,15567
tt2382320,7.3,323105
tt2382396,6.9,47905
tt2382422,6.1,2303
tt2383068,6.0,18330
tt2384022,3.5,1133
tt2385074,4.6,1485
tt2385104,7.2,9812
tt2385115,7.6,1169
tt2385189,4.7,1140
tt2385195,6.5,1260
tt2385882,6.4,1114
tt2385952,6.6,1295
tt2386237,4.8,13214
tt2386278,5.2,8237
tt2386285,6.0,5067
tt2386327,6.2,1277
tt2386404,6.4,19818
tt2386490,7.4,120877
tt2387408,5.2,6362
tt2387433,6.3,74724
tt2387499,5.9,62026
tt2387513,6.8,5304
tt2387559,6.3,78085
tt2387589,4.3,1011
tt2387627,7.7,1426
tt2387692,6.0,1053
tt2387806,6.8,1872
tt2388637,6.4,21687
tt2388705,6.2,2143
tt2388715,6.5,125237
tt2388771,6.5,60752
tt2388805,4.8,2643
tt2388819,6.8,3278
tt2389120,5.6,3179
tt2389182,6.7,18959
tt2390237,6.2,18672
tt2390253,6.7,2072
tt2390361,7.0,62095
tt2390962,7.0,4116
tt2391492,8.2,1771
tt2392326,6.4,8220
tt2392385,4.8,3601
tt2392447,5.9,3864
tt2392672,6.9,5853
tt2392748,4.5,5039
tt2392810,6.2,1703
tt2392830,6.5,5631
tt2393775,5.5,1266
tt2393827,5.4,13339
tt2393845,5.8,23153
tt2394063,6.6,3547
tt2395199,5.1,5960
tt2395339,4.9,3066
tt2395385,5.5,8118
tt2395417,7.4,7940
tt2395421,6.8,4225
tt2395427,7.3,821930
tt2395469,7.9,37401
tt2395970,7.1,2184
tt2396224,8.2,13167
tt2396429,5.7,1561
tt2396436,4.1,4321
tt2396495,5.4,1917
tt2396566,7.4,13120
tt2396589,7.4,47818
tt2396690,5.7,1935
tt2396701,3.8,2278
tt2396721,5.3,4937
tt2397461,6.0,10095
tt2397531,6.0,1662
tt2397535,7.5,273959
tt2398143,7.3,1240
tt2398149,7.2,17331
tt2398231,6.6,32735
tt2398241,6.0,20970
tt2398249,5.6,22664
tt2400002,6.7,2195
tt2400275,5.8,5813
tt2400283,6.9,7897
tt2400291,7.7,5101
tt2400463,6.6,104338
tt2401097,5.6,19275
tt2401181,5.7,1581
tt2401223,7.3,1612
tt2401585,6.6,2326
tt2401621,7.5,6737
tt2401715,6.0,3543
tt2401789,2.5,1036
tt2401807,5.0,24300
tt2401825,6.4,1046
tt2401878,7.2,70731
tt2402085,5.7,6665
tt2402091,6.8,4952
tt2402101,6.2,44582
tt2402105,6.1,26543
tt2402157,6.3,67167
tt2402179,6.6,1877
tt2402186,7.1,1221
tt2402200,7.1,1650
tt2402603,6.1,5343
tt2402619,5.1,1482
tt2402623,6.6,1493
tt2402927,7.2,125741
tt2402985,5.4,2793
tt2403021,5.3,43053
tt2403029,3.2,20356
tt2403393,6.2,1902
tt2403558,5.4,2927
tt2403883,5.5,1418
tt2403961,5.8,5860
tt2404027,6.8,1671
tt2404171,6.8,1332
tt2404181,7.3,30038
tt2404217,7.3,2507
tt2404233,5.4,113962
tt2404299,5.1,2838
tt2404311,6.3,115345
tt2404425,7.3,57533
tt2404435,6.9,206073
tt2404461,7.7,48251
tt2404463,6.6,169249
tt2404465,6.8,10554
tt2404519,3.6,1181
tt2404583,4.4,2689
tt2404639,6.2,5125
tt2404738,6.4,14310
tt2404801,7.1,1423
tt2405182,6.4,1163
tt2406252,7.1,19244
tt2406566,6.7,188505
tt2406676,5.8,4176
tt2407380,6.4,1609
tt2408040,6.4,3916
tt2408912,7.3,1477
tt2409300,6.4,5019
tt2409302,7.1,8023
tt2409642,7.5,1743
tt2409818,5.1,14264
tt2411024,6.9,1938
tt2411144,5.2,1952
tt2412568,6.8,1178
tt2412746,4.8,1882
tt2412748,9.2,1028
tt2414040,5.5,1372
tt2414046,7.0,1808
tt2414166,8.8,2534
tt2414196,6.0,1644
tt2414212,4.9,1360
tt2414766,6.7,14228
tt2414822,4.6,1163
tt2415372,8.5,2027
tt2415458,7.0,12762
tt2415946,2.0,1976
tt2415964,6.4,1881
tt2416376,6.5,1118
tt2416424,5.7,1229
tt2417154,8.2,1145
tt2417560,7.3,3475
tt2417650,2.5,3753
tt2417712,5.8,13446
tt2417970,3.8,1053
tt2418372,5.9,1099
tt2418440,6.2,5359
tt2418558,6.1,7620
tt2419284,6.7,1327
tt2420006,6.4,1453
tt2420124,5.6,3293
tt2420166,5.5,1944
tt2420756,6.0,7682
tt2420886,5.7,1962
tt2421416,6.1,3470
tt2423132,6.4,1960
tt2424028,5.4,1087
tt2424988,7.2,24587
tt2425486,6.9,8817
tt2425852,5.7,1120
tt2425886,4.9,1283
tt2427502,6.2,5353
tt2427892,6.9,17684
tt2427968,6.4,1087
tt2428170,6.3,51098
tt2428824,7.0,1840
tt2429074,6.0,10954
tt2429144,8.1,1109
tt2429292,7.0,5124
tt2429640,4.9,2557
tt2430044,5.7,1426
tt2430104,7.4,1073
tt2431286,7.6,98718
tt2433040,5.1,3401
tt2433190,6.2,1348
tt2435458,5.4,1013
tt2435514,2.8,1156
tt2436046,5.2,2137
tt2436386,6.3,79385
tt2436452,5.8,1355
tt2436516,6.7,14165
tt2436682,5.8,10873
tt2437548,5.3,2369
tt2437954,5.9,2299
tt2438644,7.2,29301
tt2439946,2.4,2208
tt2440036,7.0,4714
tt2440354,5.6,3116
tt2441174,6.2,1423
tt2441982,4.5,4056
tt2442080,7.4,2284
tt2443822,5.5,5299
tt2444946,7.2,1224
tt2445178,5.3,1163
tt2445568,4.8,3025
tt2445698,7.1,1084
tt2446042,6.0,188887
tt2446192,5.7,1614
tt2446502,3.5,2670
tt2446600,7.8,2596
tt2446786,6.4,1346
tt2446980,6.6,134710
tt2447934,6.1,1604
tt2449638,4.1,2297
tt2449810,4.6,1820
tt2450186,6.0,39023
tt2450334,5.6,1258
tt2450440,5.7,2233
tt2452042,7.0,45074
tt2452150,6.5,11024
tt2452200,6.4,27704
tt2452244,5.9,68157
tt2452254,6.8,29296
tt2452386,7.3,70253
tt2452470,5.2,1455
tt2454430,6.6,1110
tt2456536,6.4,1893
tt2456720,5.2,1139
tt2457282,7.8,3430
tt2458106,6.2,12239
tt2458314,6.6,1991
tt2458776,7.3,6746
tt2458948,8.0,8193
tt2459022,6.2,3365
tt2459156,7.1,13117
tt2460426,7.4,1343
tt2460488,2.2,1857
tt2461034,6.3,1472
tt2461132,5.3,36416
tt2461150,5.8,54618
tt2461340,6.2,4076
tt2461520,5.9,10194
tt2463154,5.7,1760
tt2463288,6.0,54017
tt2463302,6.6,1109
tt2463512,6.1,6827
tt2463922,3.6,1025
tt2464018,6.8,4851
tt2464690,7.0,1206
tt2465140,5.3,6315
tt2465146,5.8,13876
tt2465378,8.3,1004
tt2465578,7.3,12528
tt2466684,7.5,2535
tt2466830,7.3,1513
tt2467046,3.1,39340
tt2467442,7.1,1098
tt2467480,5.3,1715
tt2468638,6.8,1829
tt2468774,7.0,10245
tt2469210,6.5,1295
tt2469980,7.4,4550
tt2471640,7.8,21463
tt2472432,7.1,2597
tt2473476,8.6,3377
tt2473510,4.6,27390
tt2473602,6.9,24337
tt2473682,5.0,42152
tt2473750,5.5,2295
tt2473794,6.8,25559
tt2474024,5.9,10071
tt2474310,6.9,4034
tt2474438,7.0,3055
tt2474932,5.8,3024
tt2474958,6.0,9448
tt2474972,4.7,6270
tt2474976,5.7,16535
tt2475154,7.6,1829
tt2475544,6.8,1035
tt2476154,4.5,6162
tt2476214,8.0,2822
tt2477218,5.7,1803
tt2478746,7.4,1188
tt2479384,6.8,3258
tt2479478,4.8,48058
tt2479800,6.2,28934
tt2480454,6.7,2620
tt2481198,6.6,6908
tt2481238,7.0,1955
tt2481248,6.4,1323
tt2481480,6.3,11175
tt2481496,5.0,5440
tt2481498,6.7,90066
tt2481512,6.0,2359
tt2481554,5.2,1614
tt2483208,3.8,1406
tt2486090,7.5,1225
tt2486678,7.1,19990
tt2486682,8.0,8963
tt2486856,7.1,2254
tt2488496,7.9,902640
tt2488778,6.0,6980
tt2489734,7.3,1141
tt2490326,5.7,25560
tt2492344,5.0,2582
tt2492916,7.8,3878
tt2493466,5.1,1171
tt2493486,6.2,42664
tt2494280,6.5,30889
tt2494362,7.1,96834
tt2494384,5.3,3638
tt2495104,4.3,2054
tt2495118,6.1,11122
tt2495980,1.8,2693
tt2496972,6.2,2455
tt2497808,3.8,1628
tt2497980,5.4,3765
tt2498312,6.8,1008
tt2499076,8.2,4843
tt2499414,4.0,2654
tt2499472,5.7,14013
tt2503154,6.0,14079
tt2503944,6.6,114073
tt2503954,5.7,2195
tt2504022,7.2,2436
tt2504308,5.8,1289
tt2504404,7.2,3745
tt2504640,4.8,1337
tt2505294,6.0,12302
tt2505938,7.4,1989
tt2507128,7.0,1662
tt2507238,5.2,1512
tt2507280,4.6,4187
tt2507592,6.8,1264
tt2507628,7.2,3377
tt2508478,6.3,1741
tt2509850,6.3,20125
tt2509922,7.6,1298
tt2510028,6.6,7847
tt2510268,4.4,1669
tt2510434,4.8,8346
tt2510874,3.5,1905
tt2510894,6.7,122154
tt2511190,2.2,1525
tt2511428,5.7,9242
tt2511670,6.4,1798
tt2512170,6.5,1577
tt2513074,6.2,22319
tt2513092,4.5,2589
tt2513536,5.7,2167
tt2513616,7.2,1619
tt2514338,6.3,4223
tt2515030,6.5,22018
tt2515034,5.8,40780
tt2515086,4.5,24276
tt2516280,8.0,1645
tt2517044,6.0,2209
tt2517300,6.5,2610
tt2517558,6.2,1232
tt2517658,5.8,14039
tt2518788,7.9,4128
tt2518848,2.2,2121
tt2518926,2.8,2425
tt2520578,6.5,1426
tt2521188,6.9,2842
tt2521404,4.1,1085
tt2521436,5.4,1186
tt2522328,7.7,1067
tt2523600,7.0,4472
tt2523832,7.0,7010
tt2524568,6.5,1004
tt2524674,5.7,11542
tt2527186,5.1,8834
tt2527336,6.9,605688
tt2527338,6.5,422768
tt2528814,4.8,42377
tt2530392,7.2,1322
tt2531318,7.8,12700
tt2531334,4.3,4450
tt2531344,6.2,77657
tt2531362,5.1,1887
tt2532528,7.4,9212
tt2534634,7.1,4874
tt2534660,7.5,1564
tt2535470,6.2,16585
tt2536124,5.0,1183
tt2536428,5.8,1364
tt2536436,5.4,2592
tt2537176,5.7,29262
tt2537390,5.8,2766
tt2538222,6.4,1817
tt2539482,7.0,1792
tt2542368,6.5,3413
tt2542406,8.1,1922
tt2543164,7.9,662257
tt2543202,3.3,1114
tt2543336,6.0,7725
tt2543472,7.9,158459
tt2543702,4.8,2837
tt2544074,5.0,4379
tt2544120,6.1,2011
tt2544734,4.3,3543
tt2544766,7.0,9676
tt2545118,8.1,65746
tt2545428,7.7,17044
tt2547172,4.5,1415
tt2547584,7.2,55787
tt2548208,6.2,8288
tt2548396,5.5,102519
tt2548738,7.2,2344
tt2549540,5.5,1453
tt2550838,5.4,1072
tt2550858,6.2,1040
tt2551076,6.5,1198
tt2551378,4.9,3941
tt2551396,5.8,5103
tt2551894,6.3,1169
tt2552296,7.3,1132
tt2552394,6.2,5855
tt2552498,2.2,1760
tt2553424,6.2,1826
tt2554270,6.5,6059
tt2554274,6.5,143602
tt2555268,7.5,3840
tt2555302,7.6,1528
tt2555736,6.5,33408
tt2555958,7.3,9648
tt2555962,4.6,3542
tt2556114,5.8,2274
tt2556308,7.3,27802
tt2556874,6.0,7952
tt2556936,6.2,1777
tt2557256,4.7,3573
tt2557276,6.5,5692
tt2557478,5.6,114223
tt2557490,6.1,186350
tt2558318,5.3,3627
tt2560102,7.1,6191
tt2560792,4.7,7367
tt2561140,4.7,1103
tt2561546,5.6,14351
tt2561572,6.0,132576
tt2562232,7.7,613500
tt2564144,8.2,5756
tt2564706,8.3,5395
tt2564978,2.9,1105
tt2565752,6.5,1134
tt2566016,4.7,1102
tt2566644,7.0,1714
tt2567026,6.2,103750
tt2567038,6.6,3574
tt2567712,7.3,45723
tt2568760,6.5,1191
tt2568862,6.6,83480
tt2569236,3.6,1619
tt2570414,5.3,1163
tt2570738,5.7,1149
tt2570858,6.5,12824
tt2571140,5.3,11046
tt2571502,6.3,1414
tt2572632,5.8,3995
tt2573198,6.7,1782
tt2573372,4.7,1167
tt2573438,5.4,5029
tt2573750,6.0,2132
tt2573858,6.0,4344
tt2574576,5.9,1343
tt2574698,2.2,58851
tt2576450,3.5,5519
tt2576522,6.8,1568
tt2576852,8.0,44456
tt2577150,7.3,4649
tt2577172,5.5,8871
tt2577622,6.7,1459
tt2577990,7.1,1774
tt2578608,1.7,1829
tt2580382,6.4,16867
tt2581244,5.6,21010
tt2582426,4.6,1734
tt2582496,7.7,129313
tt2582498,6.2,10229
tt2582500,4.7,13633
tt2582502,7.0,26193
tt2582576,6.3,22461
tt2582782,7.6,222666
tt2582784,6.0,8684
tt2582802,8.5,795761
tt2582846,7.7,366026
tt2584018,6.2,2011
tt2584384,7.9,360768
tt2585208,7.5,1032
tt2585562,8.0,7734
tt2585736,5.6,1816
tt2586118,6.7,5079
tt2586120,6.3,4871
tt2586682,5.1,1528
tt2587914,3.7,1487
tt2589132,7.7,2083
tt2591814,7.5,41703
tt2592336,6.9,2460
tt2592500,6.6,2406
tt2592614,5.5,91291
tt2592808,6.9,2381
tt2592910,9.2,45732
tt2593224,6.3,1367
tt2593392,8.2,3119
tt2594950,7.2,4150
tt2597126,7.8,2257
tt2597242,4.8,7115
tt2597718,5.1,3297
tt2597760,5.4,4412
tt2597768,5.7,8844
tt2597892,5.5,8831
tt2598580,2.8,1169
tt2599716,6.0,9776
tt2602664,6.0,1168
tt2604346,5.6,1241
tt2605454,6.2,1224
tt2605474,6.2,2071
tt2605480,7.2,3210
tt2606314,6.2,2968
tt2608030,5.5,1523
tt2608224,7.8,21829
tt2608324,5.6,1344
tt2608732,7.5,13656
tt2609218,3.9,2859
tt2609222,6.4,3593
tt2609758,4.9,6299
tt2609912,6.7,8971
tt2610768,2.8,42326
tt2611026,6.7,2551
tt2611390,6.9,1301
tt2611626,4.3,3221
tt2611652,7.4,8536
tt2614684,7.2,55230
tt2614700,6.4,1039
tt2614722,6.6,1454
tt2614860,7.2,3518
tt2615584,5.0,4760
tt2616114,4.6,1018
tt2616810,6.8,8166
tt2617676,6.7,10466
tt2617828,7.6,20019
tt2618368,6.6,1154
tt2619512,5.9,4336
tt2620590,5.0,22963
tt2620736,5.2,7195
tt2620952,4.7,1109
tt2621000,7.5,19572
tt2622130,5.4,1331
tt2622826,2.3,2263
tt2622874,5.4,1723
tt2623502,6.9,2821
tt2624412,5.8,8457
tt2624704,7.6,1313
tt2624866,4.1,1466
tt2625030,7.6,22835
tt2625598,7.3,4779
tt2625810,5.8,20436
tt2626090,6.8,1670
tt2626350,6.0,34051
tt2626460,5.0,1616
tt2626926,6.5,1238
tt2626964,6.3,1455
tt2628316,5.2,5635
tt2630134,5.6,1620
tt2630336,6.2,1757
tt2630898,7.5,1920
tt2630992,4.2,2055
tt2631186,8.1,112272
tt2633076,5.7,3235
tt2635006,6.6,2601
tt2635622,7.0,5030
tt2636124,7.1,4017
tt2636364,7.9,1013
tt2636522,6.9,6616
tt2637276,6.3,201260
tt2637294,5.0,38736
tt2637378,6.7,2378
tt2637720,7.7,2262
tt2637848,6.2,1707
tt2638104,5.8,1514
tt2638144,5.7,43735
tt2638662,5.1,3729
tt2639254,6.5,22892
tt2639336,6.0,32587
tt2639344,6.7,12624
tt2639664,6.2,2424
tt2640460,7.7,3459
tt2640474,6.7,7209
tt2642442,5.5,1260
tt2643308,6.6,2059
tt2644714,4.6,2884
tt2645092,6.5,8235
tt2645104,5.2,3343
tt2645130,6.1,1450
tt2645188,4.6,1358
tt2646378,4.2,3135
tt2647078,6.1,1301
tt2648034,7.4,2019
tt2649128,6.5,7119
tt2649152,5.4,3473
tt2649554,6.6,79944
tt2650642,6.6,3023
tt2650718,7.1,1827
tt2650978,7.1,13204
tt2650986,6.8,4101
tt2652092,7.4,28404
tt2652118,6.1,19255
tt2652948,5.3,1631
tt2654480,6.2,1246
tt2654572,6.1,3676
tt2655788,5.7,2444
tt2656588,6.3,2064
tt2658126,6.3,5274
tt2659190,6.4,1040
tt2659414,8.2,19652
tt2659512,6.4,1049
tt2660332,6.6,1143
tt2660888,7.0,241200
tt2664880,5.2,3513
tt2667380,5.7,13985
tt2667550,7.3,4858
tt2667918,6.3,7432
tt2667960,5.5,5588
tt2668134,6.4,12197
tt2669336,6.5,44780
tt2669766,5.8,1453
tt2670226,7.2,1965
tt2670642,5.7,1272
tt2670882,6.4,1479
tt2671706,7.2,105593
tt2673212,6.7,3677
tt2673258,6.3,1388
tt2673812,7.0,1858
tt2673882,7.4,1958
tt2674040,7.8,1016
tt2674358,5.5,9263
tt2674426,7.4,239110
tt2674430,4.8,8646
tt2674454,6.1,16885
tt2675914,7.1,26630
tt2675978,7.0,7161
tt2677064,6.0,2499
tt2677722,6.5,12823
tt2678948,6.6,12240
tt2679042,5.7,89639
tt2679480,7.1,2546
tt2679552,5.5,15879
tt2689958,4.3,1544
tt2690138,5.1,10955
tt2690160,2.6,1488
tt2690226,6.6,1523
tt2690634,6.2,1308
tt2691498,6.7,1596
tt2691722,7.1,2871
tt2691734,5.2,2310
tt2692250,6.2,117845
tt2692904,7.1,146345
tt2693580,6.6,6811
tt2693664,5.8,9743
tt2700330,8.1,1997
tt2701772,4.3,1306
tt2702724,5.4,45534
tt2702920,5.5,8270
tt2704212,7.1,1351
tt2704816,7.2,2930
tt2704998,6.9,226407
tt2707810,5.7,1330
tt2707848,6.1,5814
tt2707858,6.2,12102
tt2708254,6.9,6486
tt2708764,5.8,2501
tt2708946,5.6,2663
tt2709692,6.3,67331
tt2709764,6.5,1096
tt2709768,6.5,196470
tt2710368,5.0,1505
tt2710826,4.0,1915
tt2711898,5.5,2821
tt2712154,7.6,1526
tt2713180,7.6,466473
tt2713324,7.2,2059
tt2713642,2.9,1292
tt2714380,4.3,7132
tt2714622,5.8,2975
tt2714900,7.7,14032
tt2716382,5.7,10504
tt2717168,7.8,1436
tt2717318,4.6,1970
tt2717558,6.9,2773
tt2717682,4.4,1379
tt2717822,5.4,58592
tt2717860,6.0,22701
tt2718440,6.1,9124
tt2718492,7.4,56744
tt2719094,7.4,1317
tt2719848,7.1,213288
tt2720680,6.7,38697
tt2720826,5.6,8064
tt2721712,6.3,1262
tt2721744,6.5,1534
tt2722504,5.8,1226
tt2723176,4.4,1080
tt2723240,7.0,1991
tt2724236,5.5,1788
tt2724532,5.8,4539
tt2725076,7.7,4004
tt2725962,6.9,21973
tt2726270,4.7,1891
tt2726552,5.3,7644
tt2726560,7.1,81323
tt2727028,5.0,2951
tt2728784,3.7,1110
tt2732932,7.0,1266
tt2733258,5.9,4046
tt2734566,6.7,3208
tt2735996,6.2,1476
tt2736932,3.1,2530
tt2737018,6.8,2559
tt2737050,7.3,47639
tt2737304,6.6,320383
tt2737310,7.3,4440
tt2737926,4.8,3000
tt2739338,6.2,2231
tt2740538,3.1,1027
tt2741216,4.9,1913
tt2741806,7.5,6849
tt2746176,7.2,1949
tt2749282,6.3,1513
tt2749296,7.8,11600
tt2751068,8.6,1256
tt2751310,5.6,5349
tt2751390,6.0,1283
tt2752200,6.7,34546
tt2752688,6.6,10665
tt2752724,7.4,1032
tt2752758,4.1,16623
tt2752772,5.3,53251
tt2753778,7.1,4419
tt2756032,7.0,38886
tt2758880,8.1,50716
tt2758890,5.5,3755
tt2758904,5.6,7734
tt2760634,6.2,3287
tt2762334,5.1,8719
tt2762506,7.3,26018
tt2763304,7.2,121508
tt2764784,7.3,18481
tt2765340,6.4,2173
tt2766104,5.4,1120
tt2766268,5.6,1292
tt2767354,7.3,1217
tt2767948,6.2,3351
tt2769184,4.3,2670
tt2769828,4.1,2024
tt2769896,6.8,1784
tt2771200,7.1,297927
tt2771372,6.7,52161
tt2771800,6.2,5898
tt2772092,4.5,3354
tt2773246,6.6,1312
tt2776074,6.1,1605
tt2776106,6.3,2987
tt2776344,7.2,5562
tt2776878,6.5,13579
tt2778674,7.4,2005
tt2781516,5.5,6920
tt2781832,5.7,7912
tt2782692,6.9,4919
tt2782834,5.2,1160
tt2782844,5.5,3615
tt2783020,4.9,1931
tt2784134,2.7,1946
tt2784512,4.8,18081
tt2784678,6.4,26585
tt2784936,5.9,12430
tt2785032,7.1,26202
tt2785288,7.0,4878
tt2785390,5.4,6780
tt2786278,7.9,3166
tt2787096,6.8,1312
tt2787302,5.9,5579
tt2787570,6.3,1240
tt2787824,5.5,1537
tt2788556,6.4,6252
tt2788710,6.5,323273
tt2788716,5.9,18837
tt2788732,6.7,57489
tt2790236,6.1,1503
tt2793490,6.0,20091
tt2793930,7.2,3302
tt2794596,5.0,2287
tt2795078,7.6,1673
tt2796318,6.1,2745
tt2796678,4.5,1098
tt2797106,7.5,1277
tt2797242,6.6,5328
tt2798456,4.6,1965
tt2798920,6.8,308832
tt2799166,4.6,24322
tt2800038,4.3,3455
tt2800050,7.3,1367
tt2800240,7.0,41412
tt2800340,6.3,4461
tt2801746,7.2,4985
tt2802136,5.5,15239
tt2802144,7.7,643823
tt2802154,7.6,52558
tt2803940,6.0,4707
tt2804026,6.5,4132
tt2805676,6.2,1465
tt2806788,6.9,11507
tt2807410,5.9,3075
tt2807624,6.8,1562
tt2808986,6.5,3415
tt2811878,5.6,1592
tt2814362,2.1,4201
tt2815072,4.7,5387
tt2815902,6.1,5981
tt2818178,5.8,3815
tt2818654,6.8,4720
tt2819130,6.9,1414
tt2819358,7.1,1503
tt2820008,4.7,4729
tt2820852,7.2,381307
tt2821088,6.1,3414
tt2821314,7.2,1499
tt2822400,6.9,1673
tt2822578,5.4,1617
tt2822672,6.0,5254
tt2822742,5.9,2468
tt2822864,5.2,1147
tt2823054,6.0,87883
tt2823088,6.7,1707
tt2823574,4.7,1194
tt2824852,4.8,1448
tt2825120,5.8,1503
tt2825230,6.2,2946
tt2827320,8.3,2259
tt2828840,6.8,1130
tt2828954,5.0,2482
tt2828996,4.6,21330
tt2830416,7.3,1662
tt2831404,6.0,3735
tt2832470,6.8,24379
tt2833074,7.3,1426
tt2835548,6.2,2616
tt2836166,4.7,1049
tt2836202,5.5,1520
tt2836252,5.3,1331
tt2836434,5.4,1071
tt2836628,5.0,1279
tt2837336,4.3,3761
tt2837574,6.7,44732
tt2841572,7.2,1763
tt2844798,6.9,16106
tt2846134,7.1,1637
tt2847438,6.1,1892
tt2848292,6.4,152799
tt2848324,6.1,2512
tt2848876,7.5,4616
tt2850272,6.5,5544
tt2850386,7.0,39015
tt2852376,6.8,5055
tt2852400,7.1,11453
tt2852406,7.5,14137
tt2852432,7.5,1993
